CIK,OFFER_TYPE,NAME,LOCATION,SYMBOL,EXCHANGE,FILING_DATE,PRICE_LOW,PRICE_HIGH,AMOUNT,UWRITERS
1785173,IPO,"89bio, Inc.","San Francisco, CA",ETNB,Nasdaq NM,2019-10-11,15,17,$85.5 mil.,"BofA Securities, SVB Leerink, RBC Capital Markets, Oppenheimer & Co. Inc."
1563577,IPO,"Galera Therapeutics, Inc.","Malvern, PA",GRTX,Nasdaq NM,2019-10-11,14,16,$92.0 mil.,"BofA Securities, Citigroup, Credit Suisse, BTIG"
1785424,IPO,FinServ Acquisition Corp.,"New York, NY",FSRV,Nasdaq NM,2019-10-11,10,-,$200.0 mil.,"Barclays Capital, Cantor"
1753539,IPO,Osprey Technology Acquisition Corp.,"Philadelphia, PA",SFTW.U,NYSE,2019-10-11,10,-,$250.0 mil.,"Credit Suisse, I-Bankers Securities, Inc."
1785592,IPO,Merida Merger Corp. I,"New York, NY",MCMJU,Nasdaq NM,2019-10-09,10,-,$100.0 mil.,Early Bird Capital
1750593,IPO,Fangdd Network Group Ltd.,"Shenzhen, CHINA",DUO,Nasdaq NM,2019-10-08,13,15,$120.8 mil.,"Morgan Stanley, CICC, Citigroup, UBS Investment Bank, AMTD Global Markets"
1777946,IPO,LGL Systems Acquisition Corp.,"Reno, NV",DFNSU,Nasdaq NM,2019-10-07,10,-,$125.0 mil.,"Jefferies, BTIG"
1769256,IPO,Q&K International Group Limited,"Shanghai, CHINA",QK,Nasdaq NM,2019-10-07,17,19,$100.0 mil.,"Morgan Stanley, CICC, Prime Number Capital, Everbright Sun Hung Kai, Tiger Brokers, China Investment Securities International"
1720725,IPO,"Oyster Point Pharma, Inc.","Princeton, NJ",OYST,Nasdaq NM,2019-10-04,16,18,$103.5 mil.,"J.P. Morgan, Cowen, Piper Jaffray"
1784851,IPO,Galileo Acquisition Corp.,"New York, NY",GLEO.U,NYSE,2019-10-02,10,-,$100.0 mil.,"Early Bird Capital, I-Bankers Securities, Inc."
1783183,IPO,"Phathom Pharmaceuticals, Inc.","Buffalo Grove, IL",PHAT,Nasdaq NM,2019-09-30,18,20,$181.7 mil.,"Goldman Sachs & Co., Jefferies, Evercore ISI, Needham & Company"
1759138,IPO,"Cabaletta Bio, Inc.","Philadelphia, PA",CABA,Nasdaq NM,2019-09-30,14,16,$106.7 mil.,"Morgan Stanley, Cowen, Evercore ISI"
1650648,IPO,4D Molecular Therapeutics Inc,"Emeryville, CA",DDDD,Nasdaq NM,2019-09-30,-,-,$100.0 mil.,"Goldman Sachs & Co., Evercore ISI, William Blair & Co., Chardan Capital Markets"
1779476,IPO,36Kr Holdings Inc.,"Chaoyang Distr., Beijing, CHINA",KRKR,Nasdaq NM,2019-09-30,14.5,17.5,$72.5 mil.,"Credit Suisse, CICC, AMTD Global Markets, Needham & Company, Tiger Brokers"
1781753,IPO,"Youdao, Inc.","Hangzhou, CHINA",DAO,NYSE,2019-09-30,15,18,$115.9 mil.,"Citigroup, Morgan Stanley, CICC, Credit Suisse, HSBC"
1757143,IPO,Aesthetic Medical International Holdings Group,"Guangdong Province, CHINA",AIH,Nasdaq NM,2019-09-30,11,13,$37.4 mil.,"Cantor, Haitong International, Maxim Group LLC"
1762692,IPO,REED Ltd,"Xinxiang City, CHINA",REEY,Nasdaq NM,2019-09-30,4,-,$11.5 mil.,"ViewTrade Securities, Inc."
1781162,IPO,Stable Road Acquisition Corp.,"Venice, CA",SRACU,Nasdaq NM,2019-09-27,10,-,$150.0 mil.,Cantor
1551306,IPO,"Progyny, Inc.","New York, NY",PGNY,Nasdaq NM,2019-09-27,14,16,$184.0 mil.,"J.P. Morgan, Goldman Sachs & Co., BofA Securities, Citigroup, Piper Jaffray, SVB Leerink, TPG Capital BD, LLC"
1782037,IPO,MingZhu Logistics Holdings Ltd,"Shenzhen, Guangdong, CHINA",YGMZ.,Nasdaq NM,2019-09-27,4,4.5,$11.5 mil.,"ViewTrade Securities, Inc."
1745999,IPO,Beam Therapeutics Inc.,"Cambridge, MA",BEAM,Nasdaq NM,2019-09-27,15,17,$180.8 mil.,"J.P. Morgan, Jefferies, Barclays Capital, Wedbush PacGrow Life Sciences"
1766146,IPO,Union Acquisition Corp. II,"New York, NY",LATNU,Nasdaq NM,2019-09-27,10,-,$175.0 mil.,Cantor
1763197,IPO,ECMOHO Ltd,"Shanghai, CHINA",MOHO,Nasdaq NM,2019-09-26,10,12,$150.0 mil.,"UBS Investment Bank, CICC, AMTD Global Markets, Needham & Company, Tiger Brokers"
1781755,IPO,"BRP Group, Inc.","Tampa, FL",BRP,Nasdaq NM,2019-09-23,14,16,$301.8 mil.,"J.P. Morgan, BofA Securities, Jefferies, Wells Fargo Securities, Raymond James, Keefe, Bruyette & Woods"
1783000,IPO,BI Acquisition Corp.,"Miami, FL",BIACU,Nasdaq NM,2019-09-20,10,-,$200.0 mil.,Deutsche Bank Securities
1772016,IPO,"BellRing Brands, Inc.","St. Louis, MO",BRBR,NYSE,2019-09-20,16,19,$655.5 mil.,"Morgan Stanley, Citigroup, J.P. Morgan, Goldman Sachs & Co., BofA Securities, Barclays Capital, BMO Capital Markets, Credit Suisse, Evercore ISI, Stifel, SunTrust Robinson Humphrey, Wells Fargo Securities, HSBC, Nomura Securities, PNC Capital Markets LLC,"
1598599,IPO,Innate Pharma SA,"Marseille, FRANCE",IPHA,Nasdaq NM,2019-09-20,7.5,-,$92.0 mil.,"Citigroup, SVB Leerink, Evercore ISI"
1758021,IPO,Karat Packaging Inc.,"Chino, CA",KRAT,Nasdaq NM,2019-09-17,7,9,$50.0 mil.,"National Securities, Loop Capital Markets, LLC"
1780731,IPO,"Global Internet of People, Inc.","Beijing, CHINA",GIP,Nasdaq NM,2019-09-13,5,-,$23.0 mil.,"ViewTrade Securities, Inc."
775215,IPO,"HBT Financial, Inc.","Bloomington, IL",HBT,Nasdaq NM,2019-09-13,17,19,$181.4 mil.,"Keefe, Bruyette & Woods, J.P. Morgan, Raymond James, Sandler, O Neill & Partners, D.A. Davidson & Co."
1513842,IPO,"Chinos Holdings, Inc. (Madewell)","Long Island City, NY",,NYSE,2019-09-13,-,-,$100.0 mil.,
1776985,IPO,BioNTech SE,"Mainz, GERMANY",BNTX,Nasdaq NM,2019-09-09,15,16,$184.0 mil.,"J.P. Morgan, BofA Securities, UBS Investment Bank, SVB Leerink, Canaccord Genuity   , Bryan, Garnier & Co., Berenberg Capital Markets, LLC, Wolfe Capital Markets and Advisory, Kempen, Mirae Asset Securities"
1771910,IPO,ADC Therapeutics SA,"Epalinges, SWITZERLAND",ADCT,NYSE,2019-09-06,23,26,$244.1 mil.,"Morgan Stanley, BofA Securities, Cowen"
1781983,IPO,"Aprea Therapeutics, Inc.","Boston, MA",APRE,Nasdaq NM,2019-09-06,14,16,$92.0 mil.,"J.P. Morgan, Morgan Stanley, RBC Capital Markets"
1703647,IPO,"Frequency Therapeutics, Inc.","Woburn, MA",FREQ,Nasdaq NM,2019-09-06,14,16,$123.3 mil.,"J.P. Morgan, Goldman Sachs & Co., Cowen"
1747068,IPO,"MetroCity Bankshares, Inc.","Doraville, GA",MCBS,Nasdaq NM,2019-09-04,14.5,16.5,$40.0 mil.,"Keefe, Bruyette & Woods, Raymond James, Hovde Group, LLC"
1778982,IPO,Huize Holding Limited,"Shenzhen, CHINA",HUIZ,Nasdaq NM,2019-09-04,9.4,11.4,$61.0 mil.,"Morgan Stanley, Citigroup, CICC, Tiger Brokers"
1706431,IPO,"Vir Biotechnology, Inc.","San Francisco, CA",VIR,Nasdaq NM,2019-09-03,20,22,$180.7 mil.,"Goldman Sachs & Co., J.P. Morgan, Cowen, Barclays Capital"
1734517,IPO,"Viela Bio, Inc.","Gaithersburg, MD",VIE,Nasdaq NM,2019-08-29,19,21,$181.1 mil.,"Goldman Sachs & Co., Morgan Stanley, Cowen, Guggenheim Securities"
1639825,IPO,"Peloton Interactive, Inc.","New York, NY",PTON,Nasdaq NM,2019-08-27,26,29,"$1,334.0 mil.","Goldman Sachs & Co., J.P. Morgan, BofA Securities, Barclays Capital, UBS Investment Bank, Cowen, Canaccord Genuity   , Evercore ISI, JMP Securities, KeyBanc Capital Markets, Needham & Company, Oppenheimer & Co. Inc., Raymond James, SunTrust Robinson Humph"
1769768,IPO,E-Home Household Service Holdings Ltd,"Fuzhou City, CHINA",EJH,Nasdaq NM,2019-08-26,4,5,$15.0 mil.,"Joseph Stone Capital, LP"
1780312,IPO,New Providence Acquisition Corp.,"Austin, TX",NPAU,Nasdaq NM,2019-08-23,10,-,$200.0 mil.,BTIG
1274737,IPO,"Exagen Diagnostics, Inc.","Vista, CA",XGN,Nasdaq NM,2019-08-23,14,16,$61.3 mil.,"Cowen, Cantor, William Blair & Co."
1561550,IPO,"Datadog, Inc.","New York, NY",DDOG,Nasdaq NM,2019-08-23,24,26,$717.6 mil.,"Morgan Stanley, Goldman Sachs & Co., J.P. Morgan, Credit Suisse, Barclays Capital, Jefferies, RBC Capital Markets, JMP Securities, Raymond James, Stifel, William Blair & Co., Needham & Company"
1779128,IPO,Experience Investment Corp.,"Denver, CO",EXPCU,Nasdaq NM,2019-08-23,10,-,$250.0 mil.,"Deutsche Bank Securities, Citigroup, J.P. Morgan"
1679826,IPO,Ping Identity Holding Corp.,"Denver, CO",PING,Nasdaq NM,2019-08-23,14,16,$230.0 mil.,"Goldman Sachs & Co., BofA Securities, RBC Capital Markets, Citigroup, Barclays Capital, Credit Suisse, Deutsche Bank Securities, Wells Fargo Securities, Raymond James, Stifel, William Blair & Co., Mizuho Securities USA Inc., Oppenheimer & Co. Inc."
1733413,IPO,"TFF Pharmaceuticals, Inc.","Austin, TX",TFFP,Nasdaq NM,2019-08-20,5,-,$25.3 mil.,National Securities
1770787,IPO,"10x Genomics, Inc.","Pleasanton, CA",TXG,Nasdaq NM,2019-08-19,36,38,$393.3 mil.,"J.P. Morgan, Goldman Sachs & Co., BofA Securities, Cowen"
1496323,IPO,"IGM Biosciences, Inc.","Mountain View, CA",IGMS,Nasdaq NM,2019-08-19,15,17,$213.8 mil.,"Jefferies, Piper Jaffray, Stifel, Guggenheim Securities"
903419,IPO,Alerus Financial Corp,"Grand Forks, ND",ALRS,Nasdaq NM,2019-08-16,22,24,$89.7 mil.,"Raymond James, D.A. Davidson & Co., Piper Jaffray"
1775625,IPO,"SmileDirectClub, Inc.","Nashville, TN",SDC,Nasdaq NM,2019-08-16,19,22,"$1,481.0 mil.","J.P. Morgan, Citigroup, BofA Securities, Jefferies, UBS Investment Bank, Credit Suisse, Guggenheim Securities, Stifel, William Blair & Co., Loop Capital Markets, LLC"
1692830,IPO,"Satsuma Pharmaceuticals, Inc.","South San Francisco, CA",STSA,Nasdaq NM,2019-08-16,14,16,$92.0 mil.,"Credit Suisse, SVB Leerink, Evercore ISI"
1773427,IPO,"SpringWorks Therapeutics, Inc.","Stamford, CT",SWTX,Nasdaq NM,2019-08-16,16,18,$143.7 mil.,"J.P. Morgan, Goldman Sachs & Co., Cowen, Wedbush PacGrow Life Sciences"
1477333,IPO,"Cloudflare, Inc.","San Francisco, CA",NET,NYSE,2019-08-15,12,14,$563.5 mil.,"Goldman Sachs & Co., Morgan Stanley, J.P. Morgan, Jefferies, Wells Fargo Securities, RBC Capital Markets, JMP Securities, Evercore ISI, Needham & Company, Oppenheimer & Co. Inc., BTIG, SunTrust Robinson Humphrey"
1777921,IPO,Apex Technology Acquisition Corp,"Burlingame, CA",APTX.U,Nasdaq NM,2019-08-15,10,-,$275.0 mil.,Cantor
1645469,IPO,Monopar Therapeutics,"Wilmette, IL",MNPR,Nasdaq NM,2019-08-15,8,10,$46.0 mil.,"Jones Trading, Arcadia Securities"
1533523,IPO,The We Company,"New York, NY",WE,,2019-08-14,-,-,"$1,000.0 mil.","Wells Fargo Securities, J.P. Morgan, Goldman Sachs & Co., BofA Securities, Barclays Capital, Citigroup, Credit Suisse, HSBC, UBS Investment Bank"
1599738,IPO,"HYLETE, Inc.","Solana Beach, CA",HYLT,NYSE,2019-08-06,8,10,$17.3 mil.,"Maxim Group LLC, Westpark Capital, Inc."
1775085,IPO,China Liberal Education Holdings Ltd,"Beijing, CHINA",CLEU,Nasdaq NM,2019-08-05,6,-,$7.00 mil.,Boustead Securities
1757840,IPO,Indonesia Energy Corp Ltd,"Jakarta, INDONESIA",INDO,NYSE,2019-07-30,9,11,$23.0 mil.,Aegis Capital Corp.
1619544,IPO,9F Inc.,"Beijing, CHINA",JFU,NYSE,2019-07-25,7.5,9.5,$97.2 mil.,"Credit Suisse, Haitong International, 9F Primasia Securities, CLSA Asia-Pacific Markets, China Investment Securities International"
1771077,IPO,"Telemynd, Inc.","Mission Viejo, CA",PSYC,Nasdaq NM,2019-07-23,5.5,6.5,$10.5 mil.,Aegis Capital Corp.
1757073,IPO,Envista Holdings Corp,"Brea, CA",NVST,NYSE,2019-07-22,21,24,$738.8 mil.,"J.P. Morgan, Goldman Sachs & Co., Morgan Stanley, Baird, Evercore ISI, Jefferies, BofA Securities, Credit Suisse, Stifel, William Blair & Co."
1779474,IPO,Silver Spike Acquisition Corp.,"New York, NY",SSPKU,Nasdaq NM,2019-07-19,10,-,$250.0 mil.,Credit Suisse
1780232,IPO,GFL Environmental Holdings Inc.,"Vaughan, Ontario, CANADA",GFL,NYSE,2019-07-19,20,21,"$1,767.1 mil.","J.P. Morgan, BMO Capital Markets, Goldman Sachs & Co., RBC Capital Markets, Scotia Capital, Barclays Capital, BC Partners, Raymond James, Stifel, TD Securities, BofA Securities, CIBC World Markets, HSBC, Macquarie Capital , National Bank Financial Inc."
1458412,IPO,"CrossFirst Bankshares, Inc.","Leawood, KS",CFB,Nasdaq NM,2019-07-18,15,17,$139.0 mil.,"Keefe, Bruyette & Woods, Raymond James, Stephens, Inc., Sandler, O Neill & Partners"
1538716,IPO,Oportun Financial Corp,"San Carlos, CA",OPRT,Nasdaq NM,2019-07-17,15,17,$122.2 mil.,"Barclays Capital, J.P. Morgan, Jefferies, Keefe, Bruyette & Woods, JMP Securities, BTIG"
1769318,IPO,"Thunder Bridge Acquisition II, LTD","Great Falls, VA",THBR,Nasdaq NM,2019-07-17,10,-,$300.0 mil.,"Morgan Stanley, Cantor"
1691077,IPO,"YayYo, Inc.","Beverly Hills, CA",YAYO,Nasdaq NM,2019-07-15,4,-,$11.5 mil.,Aegis Capital Corp.
1770540,IPO,CloudMinds Inc.,"Beijing, CHINA",CMDS,NYSE,2019-07-12,-,-,$500.0 mil.,"Citigroup, J.P. Morgan, UBS Investment Bank"
1772921,IPO,OneWater Marine Inc.,"Buford, GA",ONEW,Nasdaq NM,2019-07-12,12,14,$74.3 mil.,"Baird, Raymond James, SunTrust Robinson Humphrey"
1776903,IPO,Netfin Acquisition Corp.,"New York, NY",NFINU,Nasdaq NM,2019-07-11,10,-,$220.0 mil.,B. Riley FBR
1742692,IPO,InMode Ltd.,"Yokneam, ISRAEL",INMD,Nasdaq NM,2019-07-11,14,16,$92.0 mil.,"Barclays Capital, UBS Investment Bank, Canaccord Genuity   , Baird"
1715497,IPO,Borr Drilling Ltd,"Hamilton, BERMUDA",BORR,NYSE,2019-07-10,10.16,-,$56.8 mil.,"Goldman Sachs & Co., DnB NOR Markets"
1725430,IPO,"Glucose Biosensor Systems Holdings, Inc. (GBS)","New York, NY",GBSG,NYSE,2019-07-05,-,-,$23.0 mil.,Aegis Capital Corp.
1773383,IPO,Dynatrace Holdings LLC,"Waltham, MA",DT,NYSE,2019-07-05,13,15,$532.2 mil.,"Goldman Sachs & Co., J.P. Morgan, Citigroup, Barclays Capital, Jefferies, RBC Capital Markets, UBS Investment Bank, KeyBanc Capital Markets, William Blair & Co., Canaccord Genuity   , JMP Securities, Macquarie Capital"
1673772,IPO,"RAPT Therapeutics, Inc.","South San Francisco, CA",RAPT,Nasdaq NM,2019-07-05,12,14,$92.0 mil.,"BofA Securities, Wells Fargo Securities, UBS Investment Bank"
1766600,IPO,Sundial Growers Inc.,"Calgary, Alberta, CANADA",SNDL,Nasdaq NM,2019-07-05,12,14,$161.0 mil.,"Cowen, BMO Capital Markets, Barclays Capital, RBC Capital Markets, Scotiabank / Howard Weil, CIBC World Markets"
1615903,IPO,Intercorp Financial Services Inc.,"Lima, PERU",IFSP,NYSE,2019-07-03,44,50,$486.5 mil.,"BofA Securities, J.P. Morgan, Itaú BBA, Inteligo SAB"
1477845,IPO,"Annovis Bio, Inc.","Berwyn, PA",ANVS,Nasdaq NM,2019-07-03,6,8,$11.5 mil.,"ThinkEquity, LLC"
1772177,IPO,"Kura Sushi USA, Inc.","Irvine, CA",KRUS,Nasdaq NM,2019-07-03,14,16,$53.4 mil.,"BMO Capital Markets, Stephens, Inc., BTIG, Roth Capital Partners, Maxim Group LLC"
1762506,IPO,"Vista Oil & Gas, S.A.B. de C.V.","Mexico City, MEXICO",VIST,NYSE,2019-07-02,9.46,-,$109.9 mil.,"Citigroup, Credit Suisse, Itaú BBA, Morgan Stanley, Santander"
1777393,IPO,Switchback Energy Acquisition Corp,"Dallas, TX",SBE.U,NYSE,2019-07-01,10,-,$300.0 mil.,"Goldman Sachs & Co., Citigroup"
1773086,IPO,China Yunhong Holdings Ltd,"Wuhan, CHINA",ZGYHU,Nasdaq NM,2019-06-28,10,-,$50.0 mil.,Maxim Group LLC
1639225,IPO,"Livongo Health, Inc.","Mountain View, CA",LVGO,Nasdaq NM,2019-06-28,24,26,$283.0 mil.,"Morgan Stanley, Goldman Sachs & Co., J.P. Morgan, Piper Jaffray, SVB Leerink, Canaccord Genuity   , KeyBanc Capital Markets, Needham & Company"
1634038,IPO,"ProSight Global, Inc.","Morristown, NJ",PROS,NYSE,2019-06-28,16,18,$182.6 mil.,"Goldman Sachs & Co., Barclays Capital, BofA Securities, Dowling & Partners Securities, LLC, Keefe, Bruyette & Woods, SunTrust Robinson Humphrey, Citizens Capital Markets&#8203;"
1729427,IPO,"CNS Pharmaceuticals, Inc.","Houston, TX",CNSP,Nasdaq NM,2019-06-28,4,5,$10.0 mil.,Benchmark
1773751,IPO,Oaktree Acquisition Corp.,"Los Angeles, CA",OAC.U,NYSE,2019-06-28,10,-,$175.0 mil.,"Credit Suisse, Deutsche Bank Securities"
1776661,IPO,Conyers Park II Acquisition Corp.,"Greenwich, CT",CPAA,Nasdaq NM,2019-06-28,10,-,$400.0 mil.,"Deutsche Bank Securities, Goldman Sachs & Co."
1772695,IPO,Sunnova Energy International Inc.,"Houston, TX",NOVA,NYSE,2019-06-27,12,13,$365.3 mil.,"BofA Securities, J.P. Morgan, Goldman Sachs & Co., Credit Suisse, KeyBanc Capital Markets, Baird, Roth Capital Partners"
1636422,IPO,"Health Catalyst, Inc.","Salt Lake City, UT",HCAT,Nasdaq NM,2019-06-27,24,25,$158.7 mil.,"Goldman Sachs & Co., J.P. Morgan, William Blair & Co., Piper Jaffray, Evercore ISI, SVB Leerink, SunTrust Robinson Humphrey"
1764825,IPO,"Hertz Group Realty Trust, Inc.","Woodland Hills, CA",,,2019-06-27,-,-,$100.0 mil.,
1770088,IPO,WiMi Hologram Cloud Inc.,"Beijing, CHINA",WIMI,Nasdaq NM,2019-06-27,5.5,7.5,$43.7 mil.,"Benchmark, Maxim Group LLC, CHINA MERCHANTS SECURITIES (HK), AMTD Global Markets, BOCI, Axiom Capital Management, Inc., Everbright Sun Hung Kai, GF Securities (Hong Kong) Brokerage Limited"
1447362,IPO,"Castle Biosciences, Inc.","Friendswood, TX",CSTL,Nasdaq NM,2019-06-26,14,16,$61.3 mil.,"SVB Leerink, Baird, Canaccord Genuity   , BTIG"
1770251,IPO,Orisun Acquisition Corp.,"New York, NY",ORSNU,Nasdaq NM,2019-06-26,10,-,$40.0 mil.,Chardan Capital Markets
1591587,IPO,"AssetMark Financial Holdings, Inc.","Concord, CA",AMK,NYSE,2019-06-24,19,21,$301.9 mil.,"J.P. Morgan, Goldman Sachs & Co., Credit Suisse, Huatai Securities (USA), BMO Capital Markets, Raymond James, William Blair & Co."
1771007,IPO,Afya Ltd,"Minas Gerais, BRAZIL",AFYA,Nasdaq NM,2019-06-24,16,18,$284.5 mil.,"BofA Securities, Goldman Sachs & Co., UBS Investment Bank, Itaú BBA, Morgan Stanley, BTG Pactual, XP Investments"
1412408,IPO,"Phreesia, Inc.","New York, NY",PHR,NYSE,2019-06-21,15,17,$152.7 mil.,"J.P. Morgan, Wells Fargo Securities, William Blair & Co., Allen & Co. Inc., Piper Jaffray"
1680581,IPO,"Fulcrum Therapeutics, Inc.","Cambridge, MA",FULC,Nasdaq NM,2019-06-21,16,18,$93.2 mil.,"Morgan Stanley, BofA Securities, SVB Leerink"
1540184,IPO,"Medallia, Inc.","San Francisco, CA",MDLA,NYSE,2019-06-21,16,18,$300.2 mil.,"BofA Securities, Citigroup, Wells Fargo Securities, Credit Suisse, Oppenheimer & Co. Inc., William Blair & Co., Needham & Company, Craig-Hallum Capital Group, Roth Capital Partners"
1759425,IPO,"Mirum Pharmaceuticals, Inc.","Foster City, CA",MIRM,Nasdaq NM,2019-06-21,14,16,$92.0 mil.,"Citigroup, Evercore ISI, Guggenheim Securities, Raymond James, Roth Capital Partners"
1764301,IPO,SC Health Corp,"Singapore, SINGAPORE",SCH.U,NYSE,2019-06-21,10,-,$150.0 mil.,"Credit Suisse, I-Bankers Securities, Inc."
1769731,IPO,AMTD International Inc.,"Hong Kong, HONG KONG",HKIB,NYSE,2019-06-20,8.1,8.48,$202.4 mil.,"AMTD Global Markets, Tiger Brokers, Loop Capital Markets, LLC, ViewTrade Securities, Inc., MasterLink"
1773087,IPO,Tuscan Holdings Corp. II,"New York, NY",THCAU,Nasdaq NM,2019-06-19,10,-,$125.0 mil.,Early Bird Capital
1731727,IPO,"LMP Automotive Holdings, Inc.","Plantation, FL",LMPX,Nasdaq NM,2019-06-18,5,6,$22.3 mil.,"ThinkEquity, LLC"
1774675,IPO,Churchill Capital Corp II,"New York, NY",CCX.U,NYSE,2019-06-10,10,-,$600.0 mil.,"Citigroup, B. Riley FBR"
1772720,IPO,Pivotal Investment Corp II,"New York, NY",PIC,NYSE,2019-06-07,10,-,$200.0 mil.,"Cantor, BTIG"
1771279,IPO,Wanda Sports Group Co Ltd,"Beijing, CHINA",WSG,Nasdaq NM,2019-06-07,9,11,$354.2 mil.,"Morgan Stanley, Deutsche Bank Securities, Citigroup, Haitong International, CICC, CLSA Asia-Pacific Markets"
1575434,IPO,"Vericity, Inc.","Chicago, IL",VERY,Nasdaq NM,2019-06-04,10,-,$201.3 mil.,Raymond James
1739614,IPO,"Inhibrx, Inc.","La Jolla, CA",INBX,Nasdaq NM,2019-06-03,-,-,$74.8 mil.,"Evercore ISI, Barclays Capital, Nomura Securities, Raymond James"
1771917,IPO,"Karuna Therapeutics, Inc.","Boston, MA",KRTX,Nasdaq NM,2019-05-31,15,16,$85.5 mil.,"Goldman Sachs & Co., Citigroup, Wells Fargo Securities, Wedbush PacGrow Life Sciences"
1774155,IPO,South Mountain Merger Corp.,"New York, NY",SMMCU,Nasdaq NM,2019-05-31,10,-,$200.0 mil.,Citigroup
1573221,IPO,"TheRealReal, Inc.","San Francisco, CA",REAL,Nasdaq NM,2019-05-31,17,19,$327.8 mil.,"Credit Suisse, BofA Securities, UBS Investment Bank, KeyBanc Capital Markets, Stifel, Cowen, Raymond James"
1478320,IPO,Adaptive Biotechnologies Corp,"Seattle, WA",ADPT,Nasdaq NM,2019-05-30,15,17,$244.4 mil.,"Goldman Sachs & Co., J.P. Morgan, BofA Securities, Cowen, Guggenheim Securities, William Blair & Co., BTIG"
1679363,IPO,"Morphic Holding, Inc.","Waltham, MA",MORF,Nasdaq NM,2019-05-30,14,16,$92.0 mil.,"Jefferies, Cowen, BMO Capital Markets, Wells Fargo Securities"
1738177,IPO,Cambium Networks Corp,"Rolling Meadows, IL",CMBM,Nasdaq NM,2019-05-29,13,15,$100.1 mil.,"J.P. Morgan, Goldman Sachs & Co., Deutsche Bank Securities, Raymond James, JMP Securities, Oppenheimer & Co. Inc."
1770883,IPO,Linx S.A.,"São Paulo, BRAZIL",LINX,NYSE,2019-05-29,8.68,-,$292.6 mil.,"Goldman Sachs & Co., Morgan Stanley, Jefferies, BofA Securities, Itaú BBA"
1434265,IPO,Genmab A/S,"Copenhagen V, DENMARK",GMAB,Nasdaq NM,2019-05-28,18.11,-,$579.0 mil.,"BofA Securities, Morgan Stanley, Jefferies, Guggenheim Securities, RBC Capital Markets, Danske Markets, H.C. Wainwright & Co., Kempen"
1714798,IPO,Prevail Therapeutics Inc.,"New York, NY",PRVL,Nasdaq NM,2019-05-24,16,18,$152.2 mil.,"Morgan Stanley, BofA Securities, Cowen, Wedbush PacGrow Life Sciences"
1532346,IPO,"Atreca, Inc.","Redwood Cit, CA",BCEL,Nasdaq NM,2019-05-24,16,18,$152.1 mil.,"Cowen, Evercore ISI, Stifel, Canaccord Genuity   , Brookline Capital Markets"
1743881,IPO,"BridgeBio Pharma, Inc.","Palo Alto, CA",BBIO,Nasdaq NM,2019-05-24,14,16,$276.0 mil.,"J.P. Morgan, Goldman Sachs & Co., Jefferies, SVB Leerink, KKR, Piper Jaffray, Mizuho Securities USA Inc., BMO Capital Markets, Raymond James"
1744659,IPO,"Akero Therapeutics, Inc.","South San Francisco, CA",AKRO,Nasdaq NM,2019-05-24,14,16,$92.0 mil.,"J.P. Morgan, Jefferies, Evercore ISI, Roth Capital Partners"
1753483,IPO,Dermavant Sciences Ltd,"London, UNITED KINGDOM",DRMT,Nasdaq NM,2019-05-24,12,14,$124.0 mil.,"Jefferies, SVB Leerink, Guggenheim Securities"
1773810,IPO,To Prosperity Technology Inc,"Chengdu, Sichuan, CHINA",BCHT,Nasdaq NM,2019-05-24,-,-,$8.00 mil.,
1759528,IPO,Baikang Biological Group Holdings Ltd,"Pizhou, Jiangsu Province, CHINA",BKSW,Nasdaq NM,2019-05-24,4,6,$12.1 mil.,"Joseph Stone Capital, LP"
1083743,IPO,"Flux Power Holdings, Inc.","Vista, CA",FLUX,Nasdaq NM,2019-05-24,9,-,$15.0 mil.,"Roth Capital Partners, Maxim Group LLC"
1527753,IPO,"Personalis, Inc.","Menlo Park, CA",PSNL,Nasdaq NM,2019-05-23,14,16,$122.7 mil.,"Morgan Stanley, BofA Securities, Cowen, Oppenheimer & Co. Inc."
1623526,IPO,"Stoke Therapeutics, Inc.","Bedford, MA",STOK,Nasdaq NM,2019-05-23,14,16,$123.3 mil.,"J.P. Morgan, Cowen, Credit Suisse, Canaccord Genuity"
1766363,IPO,"Endeavor Group Holdings, Inc.","Beverly Hills, CA",EDR,NYSE,2019-05-23,26,27,$465.8 mil.,"Goldman Sachs & Co., KKR, J.P. Morgan, Morgan Stanley, Deutsche Bank Securities, Barclays Capital, Citigroup, Credit Suisse, RBC Capital Markets, UBS Investment Bank, Evercore ISI, Jefferies, HSBC"
1748669,IPO,Priam Properties Inc.,"Nashville, TN",PRMI,NYSE,2019-05-22,18,20,$207.0 mil.,"BofA Securities, Baird, RBC Capital Markets, Stifel, BB&T Capital Markets, D.A. Davidson & Co., Janney Montgomery Scott, LLC"
1759413,IPO,Meten International Education Group,"Shenzhen, CHINA",MEDU,NYSE,2019-05-22,-,-,$100.0 mil.,"Citigroup, CICC, Macquarie Capital"
1771928,IPO,Fellazo Inc.,"Yong Kang City, CHINA",FLLC,Nasdaq NM,2019-05-22,10,-,$50.0 mil.,Maxim Group LLC
1768946,IPO,Biophytis SA,"Paris, FRANCE",BPTS.,Nasdaq NM,2019-05-22,-,-,$15.0 mil.,"H.C. Wainwright & Co., Invest Securities S.A."
1771908,IPO,Haymaker Acquisition Corp. II,"New York, NY",HYACU,Nasdaq NM,2019-05-20,10,-,$300.0 mil.,Cantor
